date,review_roaster,coffee,rating,link,Roaster Location:,Coffee Origin:,Roast Level:,Agtron:,Est. Price:,Review Date:,Aroma:,Body:,Flavor:,Aftertaste:,With Milk:,Acidity/Structure:,Acidity:
2024-01-04,Atom Coffee Roasters,Guatemala Bella Carmona,93,https://www.coffeereview.com/review/guatemala-bella-carmona-2/,"Douliou City, Taiwan","Antigua growing region, Guatemala",Medium-Light,55/71,NT $400/220 grams,September 2020,9,9,9,8,,8,
2024-01-04,Corvus Coffee Roasters,Guatemala El Plan Rosma,93,https://www.coffeereview.com/review/guatemala-el-plan-rosma/,"Denver, Colorado","Huehuetenango Department, Guatemala",Medium-Light,60/76,$21.00/12 ounces,September 2020,9,8,9,8,,9,
2024-01-04,Bird Rock Coffee Roasters,El Salvador Las Mercedes La Avila,93,https://www.coffeereview.com/review/el-salvador-las-mercedes-la-avila/,"San Diego, California","Tecapa Chinameca growing region, El Salvador",Medium-Light,56/72,$18.00/12 ounces,September 2020,9,8,9,8,,9,
2024-01-04,Small Eyes Cafe,Honduras,93,https://www.coffeereview.com/review/honduras/,"Yilan, Taiwan","Santa Barbara, Honduras",Medium-Light,58/74,NT $330/200 grams,September 2020,9,9,9,8,,8,
2024-01-04,Per'la Specialty Roasters,Honduras San Vincent,92,https://www.coffeereview.com/review/honduras-san-vincent/,"Miami, Florida","Santa Barbara, Honduras",Medium-Light,58/76,$21.00/12 ounces,September 2020,8,9,9,8,,8,
2024-01-04,CofFeeling,Tarrazu Asocafé Canet,92,https://www.coffeereview.com/review/tarrazu-asocafe-canet/,"Kaohsiung City, Taiwan","Tarrazu growing region, Costa Rica",Medium-Light,60/76,NT $500/227 grams,September 2020,9,8,9,8,,8,
2024-01-04,Paradise Roasters,Ethiopia Sheka Kawo Kamina Natural,95,https://www.coffeereview.com/review/ethiopia-sheka-kawo-kamina-natural/,"Minneapolis, Minnesota","Illubabor Zone, Oromia Region, Ethiopia",Medium-Light,58/72,$24.95/12 ounces,September 2020,9,9,9,9,,9,
2024-01-04,Kakalove Cafe,Black Swan Blend,94,https://www.coffeereview.com/review/black-swan-blend/,"Chia-Yi, Taiwan",Colombia; Guatemala; Ethiopia,Medium-Light,54/70,NT $260/8 ounces,September 2020,9,9,9,8,9,,
2024-01-04,Paradise Roasters,Kona Champagne Natural Black Rock Farm,93,https://www.coffeereview.com/review/kona-champagne-natural-black-rock-farm/,"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Light,62/80,$24.95/12 ounces,September 2020,9,8,9,8,,9,
2024-01-04,Kakalove Cafe,Guatemala Washed El General Lot SummerEnd 2020,93,https://www.coffeereview.com/review/guatemala-washed-el-general-lot-summerend-2020/,"Chia-Yi, Taiwan","Acatenango growing region, central Guatemala",Medium-Light,52/70,NT $200/8 ounces,September 2020,9,8,9,8,9,,
2024-01-04,Kakalove Cafe,Crescent Blend,92,https://www.coffeereview.com/review/crescent-blend/,"Chia-Yi, Taiwan",Ethiopia; Nicaragua; Guatemala,Medium,47/62,NT $330/16 ounces,September 2020,9,8,8,9,8,,
2024-01-04,De Clieu Coffee,Ethiopia Guji Uraga,93,https://www.coffeereview.com/review/ethiopia-guji-uraga-2/,"Taipei, Taiwan","Guji Zone, southern Ethiopia",Medium-Light,60/76,NT $500/8 ounces,September 2020,9,8,9,8,,9,
2024-01-04,Durango Coffee Company,Costa Rica Perla Negra,92,https://www.coffeereview.com/review/costa-rica-perla-negra-2/,"Durango, Colorado","Sabanilla de Alajuela growing region, Costa Rica",Medium,52/68,$16.95/12 ounces,September 2020,9,8,9,8,,8,
2024-01-04,Peacock Coffee Roaster,Indonesia Lintong Mandheling,94,https://www.coffeereview.com/review/indonesia-lintong-mandheling/,"Taipei, Taiwan","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,58/78,NT $450/225 grams,September 2020,9,9,9,8,,9,
2024-01-04,Dory Coffee Roasters,Ethiopia Sidamo Bensa Natural Single-Variety Kurume G1,93,https://www.coffeereview.com/review/ethiopia-sidamo-bensa-natural-single-variety-kurume-g1/,"Taipei, Taiwan","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,56/70,NT $700/230 grams,September 2020,9,9,9,8,,8,
2024-01-04,Atomic Coffee Roasters,Costa Rica La Pastora,93,https://www.coffeereview.com/review/costa-rica-la-pastora/,"Salem, Massachusetts","Santa Maria de Dota, Costa Rica",Medium-Light,60/76,$18.00/12 ounces,September 2020,9,9,9,8,,8,
2024-01-04,Lamppost Coffee Roasters,Papua New Guinea “Papa Kinne”,92,https://www.coffeereview.com/review/papua-new-guinea-papa-kinne/,"Bonney Lake, Washington","Purosa Village, Eastern Highlands, Papua New Guinea",Medium-Light,54/72,$20.00/16 ounces,September 2020,9,8,9,8,,8,
2024-01-04,Dragonfly Coffee Roasters,Ethiopia Yirgacheffe Natural Farm Direct,94,https://www.coffeereview.com/review/ethiopia-yirgacheffe-natural-farm-direct/,"Henderson, Nevada","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,58/76,$22.00/12 ounces,September 2020,9,9,9,8,,9,
2024-01-04,Dragonfly Coffee Roasters,Kenya Karatina AA 2020,94,https://www.coffeereview.com/review/kenya-karatina-aa-2020/,"Henderson, Nevada","Nyeri growing region, south-central Kenya",Medium-Light,58/76,$24.00/12 ounces,September 2020,9,9,9,8,,9,
2024-01-04,Peach Coffee Roasters,Colombia San Luís Gesha,94,https://www.coffeereview.com/review/colombia-san-luis-gesha/,"Johns Creek, Georgia","Tolima, Colombia",Medium-Light,60/76,$24.99/10 ounces,August 2020,9,9,9,8,,9,
2024-01-04,JBC Coffee Roasters,Karani Kenya,95,https://www.coffeereview.com/review/karani-kenya/,"Madison, Wisconsin","Kirinyaga, Kenya",Medium-Light,56/74,$21.00/12 ounces,August 2020,9,9,9,9,,9,
2024-01-04,JBC Coffee Roasters,Miraflores Colombia,95,https://www.coffeereview.com/review/miraflores-colombia/,"Madison, Wisconsin","Sevilla, San Augustin, Huila, Colombia",Medium-Light,58/78,$22.00/12 ounces,August 2020,9,9,9,9,,9,
2024-01-04,Drink Coffee Do Stuff,Kenya Gatuya,94,https://www.coffeereview.com/review/kenya-gatuya-2/,"Truckee, California","Murang'a County, central Kenya",Medium-Light,55/73,$21.00/12 ounces,August 2020,9,9,9,8,,9,
2024-01-04,Red Rooster Coffee Roaster,Flight Seasonal Espresso,94,https://www.coffeereview.com/review/flight-seasonal-espresso-7/,"Floyd, Virginia",Ethiopia,Medium-Light,58/80,$18.49/12 ounces,August 2020,9,9,9,8,9,,
2024-01-04,Temple Coffee Roasters,Kenya Gicherori,94,https://www.coffeereview.com/review/kenya-gicherori-2/,"Sacramento, California","Embu, Kenya",Medium-Light,58/78,$23.50/12 ounces,August 2020,9,9,9,8,,9,
2024-01-04,SkyTop Coffee,Ethiopia Duromina Agaro Gera,93,https://www.coffeereview.com/review/ethiopia-duromina-agaro-gera/,"Manlius, New York","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium-Light,60/78,$15.00/12 ounces,August 2020,9,8,9,8,,9,
2024-01-04,Red Rooster Coffee Roaster,Ethiopia Kayon Mountain (Natural),94,https://www.coffeereview.com/review/ethiopia-kayon-mountain-natural-4/,"Floyd, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,64/92,$18.99/12 ounces,August 2020,9,9,9,8,,9,
2024-01-04,SkyTop Coffee,Peru San Ignacio Calazobo Lot 2 FTO,93,https://www.coffeereview.com/review/peru-san-ignacio-calazobo-lot-2-fto/,"Manlius, New York","Cajamarca, Peru",Medium-Light,54/72,$15.00/12 ounces,August 2020,9,9,9,8,,8,
2024-01-04,Red Rooster Coffee Roaster,Ethiopia Kayon Mountain (Washed),94,https://www.coffeereview.com/review/ethiopia-kayon-mountain-washed/,"Floyd, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,62/88,$18.49/12 ounces,August 2020,9,9,9,8,,9,
2024-01-04,421 Brew House,Sahara Sunrise,90,https://www.coffeereview.com/review/sahara-sunrise/,"Calgary, Alberta, Canada",Rwanda,Medium-Light,50/76,$17.00/12 ounces,August 2020,8,8,8,8,,8,
2024-01-04,421 Brew House,Amazon Haze,86,https://www.coffeereview.com/review/amazon-haze/,"Calgary, Alberta, Canada",Guatemala,Medium,46/70,$17.00/12 ounces,August 2020,7,7,8,7,,7,
2024-01-04,Emiliani Coffee,Organic Peru,92,https://www.coffeereview.com/review/organic-peru-2/,"Minneapolis, Minnesota",Peru,Medium-Light,50/72,$16.99/14 ounces,August 2020,9,8,9,8,,8,
2024-01-04,Emiliani Coffee,Organic Sumatra,91,https://www.coffeereview.com/review/organic-sumatra-6/,"Minneapolis, Minnesota","Aceh, Sumatra, Indonesia",Medium,44/60,$16.99/14 ounces,August 2020,8,8,9,8,,8,
2024-01-04,Emiliani Coffee,Organic Mexico,90,https://www.coffeereview.com/review/organic-mexico/,"Minneapolis, Minnesota","Chiapas, Mexico",Medium-Light,54/70,$16.99/14 ounces,August 2020,8,8,8,8,,8,
2024-01-04,Doho Coffee Roasters,Classic Blend Espresso,93,https://www.coffeereview.com/review/classic-blend-espresso/,"Caotun, Nantou, Taiwan",Not disclosed,Medium,50/67,NT $650/455 grams,August 2020,9,8,9,8,9,,
2024-01-04,Indaba Coffee Roasters,Ethiopia Dame Dabaye,95,https://www.coffeereview.com/review/ethiopia-dame-dabaye/,"Spokane, Washington","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,60/76,$16.00/12 ounces,August 2020,9,9,9,9,,9,
2024-01-04,Indaba Coffee Roasters,Ethiopia Suke Quto,93,https://www.coffeereview.com/review/ethiopia-suke-quto-2/,"Spokane, Washington","Guji Zone, Oromia Region, south-central Ethiopia",Medium-Light,58/74,$16.00/12 ounces,August 2020,9,9,9,8,,8,
2024-01-04,Indaba Coffee Roasters,Gelena Abaya Natural,91,https://www.coffeereview.com/review/gelena-abaya-natural/,"Spokane, Washington","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,54/72,$16.00/12 ounces,August 2020,8,8,9,8,,8,
2024-01-04,Kakalove Cafe,Kenya Nyeri AB Nyeshun,96,https://www.coffeereview.com/review/kenya-nyeri-ab/,"Chia-Yi, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,58/78,NT $400/8 ounces,August 2020,9,9,10,9,,9,
2024-01-04,Kakalove Cafe,Ethiopia Guji Bishala,94,https://www.coffeereview.com/review/ethiopia-guji-bishala/,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/76,NT $290/8 ounces,August 2020,9,9,9,8,,9,
2024-01-04,Wonderstate Coffee,Ethiopia Wegida Natural,94,https://www.coffeereview.com/review/ethiopia-wegida-natural/,"Viroqua, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Light,62/80,$20.00/12 ounces,August 2020,9,9,9,8,,9,
2024-01-04,Wonderstate Coffee,Organic Panorama,93,https://www.coffeereview.com/review/organic-panorama/,"Viroqua, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Medium-Light,60/76,$18.00/12 ounces,August 2020,9,9,9,8,,8,
2024-01-04,Wonderstate Coffee,Organic Heartstrings,92,https://www.coffeereview.com/review/organic-heartstrings/,"Viroqua, Wisconsin",Ethiopia; Peru,Medium-Light,54/72,$18.00/12 ounces,August 2020,9,8,9,8,,8,
2024-01-04,Wonderstate Coffee,Organic Ethiopia Chelbessa Danche,91,https://www.coffeereview.com/review/ethiopia-4/,"Viroqua, Wisconsin","Worka Chelbessa, Gedeb, Ethiopia",Medium-Light,56/70,$20.00/12 ounces,August 2020,9,8,9,7,,8,
2024-01-04,Origin Coffee Roasters,Ka’u Red Caturra Peaberry,94,https://www.coffeereview.com/review/red-caturra-peaberry/,"Kihei, Maui, Hawaii","Wood Valley, Ka’u, Big Island of Hawai’i",Medium-Light,58/78,$50.00/12 ounces,August 2020,9,9,9,8,,9,
2024-01-04,Origin Coffee Roasters,Ka’u Red Caturra,93,https://www.coffeereview.com/review/red-caturra/,"Kihei, Maui, Hawai'i","Wood Valley, Ka’u, Big Island of Hawai’i",Medium-Light,55/77,$47.00/12 ounces,August 2020,9,9,9,8,,8,
2024-01-04,Cafe Arles,French Riviera,87,https://www.coffeereview.com/review/french-riviera/,"Hsinchu, Taiwan",Brazil; Guatemala; Indonesia,Medium,47/64,NT $550/450 grams,August 2020,7,8,8,7,,7,
2024-01-04,Equiano Coffee,Wush Wush Ginbo Keffa Ethiopia,95,https://www.coffeereview.com/review/wush-wush-ginbo-keffa-ethiopia/,"Eugene, Oregon","Sidama growing region, southern Ethiopia",Medium-Light,60/74,$24.00/16 ounces,August 2020,9,9,9,9,,9,
2024-01-04,Boon Boona Coffee,Burundi Karehe,95,https://www.coffeereview.com/review/burundi-karehe/,"Renton, Washington","Ngozi Province, Burundi",Medium-Light,60/76,$20.00/12 ounces,August 2020,9,9,9,9,,9,
2024-01-04,Dávila Kafe,Jacmel Haiti,90,https://www.coffeereview.com/review/jacmel-haiti/,"Washington, D.C.","Thiotte, Haiti",Medium-Light,54/68,$15.00/8 ounces,August 2020,8,8,9,8,,7,
2024-01-04,RND,Kenya Kapsakiso,92,https://www.coffeereview.com/review/kenya-kapsakiso/,"Roanoke, Virginia","Bungoma region, western Kenya",Medium,47/61,$19.00/12 ounces,August 2020,8,8,9,8,,9,
2024-01-04,Red Bay Coffee,East Fourteenth,92,https://www.coffeereview.com/review/east-fourteenth/,"Oakland, California","Mbeya, Tanzania",Medium,46/62,$19.00/12 ounces,August 2020,8,9,9,8,,8,
2024-01-04,Kahawa 1893,Safari Blend,92,https://www.coffeereview.com/review/safari-blend/,"Berkeley, California","Kisii, southwestern Kenya",Medium-Light,58/72,$15.95/12 ounces,August 2020,9,8,9,8,,8,
2024-01-04,Rusty's Hawaiian,Ka’u Classic Medium Roast,93,https://www.coffeereview.com/review/kau-classic-medium-roast/,"Pahala, Hawai'i","Ka'u growing district, ""Big Island"" of Hawai’i",Medium,53/68,$19.00/7 ounces,August 2020,9,8,9,8,,9,
2024-01-04,Portrait Coffee,Ethiopia Guji Natural,94,https://www.coffeereview.com/review/ethiopia-guji-natural/,"Atlanta, Georgia","Guji Zone, Oromia Region, Southern Ethiopia",Light,64/83,$18.00/12 ounces,August 2020,9,9,9,8,,9,
2024-01-04,Merge Coffee Company,Ethiopia Gera Estate Natural,94,https://www.coffeereview.com/review/ethiopia-gera-estate-natural/,"Harrisonburg, Virginia","Agaro Gera, Jimma Zone, Oromia Region, Ethiopia",Light,67/96,$15.99/12 ounces,August 2020,8,9,9,9,,9,
2024-01-04,Dávila Kafe,Estelí Nicaragua,94,https://www.coffeereview.com/review/esteli-nicaragua/,"Washington, D.C.","Dipilto, Nicaragua",Medium-Light,60/79,$15.00/8 ounces,August 2020,9,9,9,8,,9,
2024-01-04,BLK & Bold,Limu Ethiopia Natural,94,https://www.coffeereview.com/review/limu-ethiopia-natural/,"Des Moines, Iowa","Jimma Zone, Oromia State, Ethiopia",Light,66/85,$14.00/12 ounces,August 2020,9,9,9,8,,8,
2024-01-04,BeanFruit Coffee Co.,Colombia Finca El Roblar,94,https://www.coffeereview.com/review/colombia-finca-el-roblar/,"Jackson, Mississippi","Suaza, Huila, Colombia",Medium-Light,60/76,$16.50/12 ounces,August 2020,9,9,9,8,,9,
2024-01-04,Dr. Bean's Coffee Roasters,Colombia Huila Geisha Las Mieles,92,https://www.coffeereview.com/review/colombia-huila-geisha-las-mieles/,"Memphis, Tennessee","Huila, Colombia",Light,61/86,$23.00/6 ounces,August 2020,9,8,9,8,,8,
2024-01-04,Southeastern Roastery,Indonesian Sumatra Blend,93,https://www.coffeereview.com/review/indonesian-sumatra-blend/,"Baltimore, Maryland","Sumatra, Indonesia",Medium-Light,56/70,$18.00/12 ounces,August 2020,9,9,9,8,,8,
2024-01-04,Paradise Roasters,Costa Rica Coffea Diversa Washed Geisha,93,https://www.coffeereview.com/review/costa-rica-coffea-diversa-washed-geisha/,"Minneapolis, Minnesota","Biollet, Costa Rica",Medium-Light,54/72,$19.98/4 ounces,August 2020,9,8,9,8,,9,
2024-01-04,Conscious Cup Coffee Roasters,Guatemala Bella Carmona,94,https://www.coffeereview.com/review/guatemala-bella-carmona/,"Crystal Lake, Illinois","Antigua, Guatemala",Medium-Light,58/74,$19.00/12 ounces,August 2020,9,9,9,8,,9,
2024-01-04,Jackrabbit Java,Ethiopia Yirgacheffe Kochere Debo,94,https://www.coffeereview.com/review/ethiopia-yirgacheffe-kochere-debo/,"Thermopolis, Wyoming","Yirgacheffe growing region, southern Ethiopia",Medium-Light,54/70,$14.00/12 ounces,August 2020,9,9,9,8,,9,
2024-01-04,Jackrabbit Java,Ethiopia Guji Natural Water-Processed Decaf,90,https://www.coffeereview.com/review/ethiopia-guji-natural-water-processed-decaf/,"Thermopolis, Wyoming","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,52/70,$14.00/12 ounces,August 2020,8,9,8,8,,7,
2024-01-04,Paradise Roasters,Kilauea Volcano Champagne Natural,95,https://www.coffeereview.com/review/kilauea-volcano-champagne-natural/,"Minneapolis, Minnesota","Volcano, Puna District, Big Island of Hawai’i",Light,64/80,$29.95/4 ounces,August 2020,9,9,9,9,,9,
2024-01-04,Paradise Roasters,Nicaragua La Benedicion SL28 Natural,94,https://www.coffeereview.com/review/nicaragua-la-benedicion-sl28-natural/,"Minneapolis, Minnesota","Nueva Segovia, Nicaragua",Light,62/80,$19.95/6 ounces,August 2020,9,9,9,8,,9,
2024-01-04,Paradise Roasters,Colombia Tolima Geisha,94,https://www.coffeereview.com/review/colombia-tolima-geisha/,"Minneapolis, Minnesota","Tolima, Colombia",Light,62/82,$19.98/4 ounces,August 2020,9,9,9,8,,9,
2024-01-04,Wheelys Cafe Taiwan,"Classic Blend (FTO, RFA)",93,https://www.coffeereview.com/review/classic-blend-fto-rfa/,"Taipei, Taiwan",Indonesia; Costa Rica; Brazil,Medium,50/64,NT $520/250 grams,August 2020,8,9,9,8,9,,
2024-01-04,Paradise Roasters,Galapagos La Tortuga,92,https://www.coffeereview.com/review/galapagos-la-tortuga/,"Minneapolis, Minnesota","Isla Santa Cruz and Isla San Cristóbal, Galapagos Islands, Ecuador",Medium-Light,62/78,$19.95/4 ounces,August 2020,8,9,9,8,,8,
2024-01-04,Paradise Roasters,South Africa Elephant Coast Estate Coffea Racemosa,92,https://www.coffeereview.com/review/south-africa-elephant-coast-estate-coffea-racemosa/,"Minneapolis, Minnesota","KwaZulu-Natal province, South Africa",Medium-Light,54/70,$19.95/2 ounces,August 2020,9,8,9,8,,8,
2024-01-04,Wheelys Café Taiwan,Titan Blend (FTO),93,https://www.coffeereview.com/review/titan-blend-fto/,"Taipei, Taiwan",Ethiopia; Colombia; Guatemala,Medium,47/61,NT $475/250 grams,August 2020,9,8,9,8,9,,
2024-01-04,Atom Coffee Roasters,Ethiopia Guji Hambela Buku Abel Natural G1,93,https://www.coffeereview.com/review/ethiopia-guji-hambela-buku-abel-natural-g1/,"Douliou City, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,59/77,NT $400/222 grams,August 2020,9,9,9,8,,8,
2024-01-04,David's Nose,Ethiopia Haro Guta Natural,94,https://www.coffeereview.com/review/ethiopia-haro-guta-natural/,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,62/80,NT $400/8 ounces,August 2020,9,9,9,8,,9,
2024-01-04,Atom Coffee Roasters,Ethiopia Yirgacheffe Harfusa G1,93,https://www.coffeereview.com/review/ethiopia-yirgacheffe-hafursa-g1/,"Douliou City, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,59/77,NT $400/220 grams,August 2020,9,8,9,8,,9,
2024-01-04,94 Fresh Coffee,Kenya AA Kirinyaga Kii,95,https://www.coffeereview.com/review/kenya-aa-kirinyaga-kii/,"Kaohsiung City, Taiwan","Kirinyaga District, south-central Kenya",Medium-Light,60/78,NT $600/8 ounces,August 2020,9,9,9,9,,9,
2024-01-04,94 Fresh Coffee,Colombia Antioquia La Papaya Bourbon Chiroso,94,https://www.coffeereview.com/review/colombia-antioquia-la-papaya-bourbon-chiroso/,"Kaohsiung City, Taiwan","Antioquia Department, northwest Colombia",Medium-Light,62/76,NT $700/8 ounces,August 2020,9,9,9,8,,9,
2024-01-04,Brain Helmet,Ethiopia Gatame Muka Natural,93,https://www.coffeereview.com/review/ethiopia-gatame-muka-natural/,"Milwaukee, Wisconsin","Odo Shakiso District, Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,52/70,$18.00/12 ounces,August 2020,9,8,9,8,,9,
2024-01-04,Ilustre Specialty Coffees,Geisha Veracruz,93,https://www.coffeereview.com/review/geisha-veracruz/,"Tijuana, Mexico","Tlaltetela, Veracruz, Mexico",Medium-Light,58/74,$17.00/150 grams,August 2020,9,8,9,8,,9,
2024-01-04,Brain Helmet,Ethiopia Duromina,90,https://www.coffeereview.com/review/ethiopia-duromina/,"Milwaukee, Wisconsin","Agaro Gera, Jimma Zone, Oromia Region, Ethiopia",Medium-Light,54/68,$20.00/12 ounces,August 2020,8,8,8,8,,8,
2024-01-04,Atomic Coffee Roasters,Ethiopia Shakiso Natural,93,https://www.coffeereview.com/review/ethiopia-shakiso-natural/,"Salem, Massachusetts","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,60/74,$18.00/12 ounces,July 2020,9,9,9,8,,8,
2024-01-04,Baba Java Coffee,Yemen,93,https://www.coffeereview.com/review/yemen/,"Hoover, Alabama",Yemen,Medium-Light,54/70,$25.00/8 ounces,July 2020,9,9,9,8,,8,
2024-01-04,Baba Java Coffee,Heritage Blend,92,https://www.coffeereview.com/review/heritage-blend/,"Hoover, Alabama",Ethiopia; Yemen,Medium-Light,58/72,$18.00/12 ounces,July 2020,9,9,8,8,,8,
2024-01-04,Baba Java Coffee,China Yunnan Natural,91,https://www.coffeereview.com/review/china-yunnan-natural/,"Hoover, Alabama","Yunnan Province, China",Medium-Light,54/70,$15.00/12 ounces,July 2020,8,8,9,8,,8,
2024-01-04,Choosy Gourmet,Sweet Diary Espresso,91,https://www.coffeereview.com/review/sweet-diary-espresso/,"Kaohsiung, Taiwan",Colombia; Ethiopia; Kenya,Medium,43/59,NT $350/227 grams,July 2020,8,8,8,8,9,,
2024-01-04,RamsHead Coffee Roasters,Snowfield Espresso Blend,91,https://www.coffeereview.com/review/snowfield-espresso-blend/,"Bozeman, Montana",El Salvador; Ethiopia; Colombia,Medium,48/62,$15.95/12 ounces,July 2020,8,8,8,8,9,,
2024-01-04,JBC Coffee Roasters,Karimiuki Espresso,96,https://www.coffeereview.com/review/karimiuki-espresso-2/,"Madison, Wisconsin","Kirinyaga, Kenya",Medium-Light,58/76,$21.00/12 ounces,July 2020,9,9,9,9,10,,
2024-01-04,JBC Coffee Roasters,Karimiuki Kenya,95,https://www.coffeereview.com/review/karimiuki-kenya/,"Madison, Wisconsin","Kirinyaga, Kenya",Medium-Light,58/76,$21.00/12 ounces,July 2020,9,9,9,9,,9,
2024-01-04,Corvus Coffee Roasters,Colombia San Pedro,94,https://www.coffeereview.com/review/colombia-san-pedro/,"Denver, Colorado","Acevedo, Huila Department, Colombia",Medium-Light,56/72,$19.00/12 ounces,July 2020,9,9,9,8,,9,
2024-01-04,Conscious Cup Coffee Roasters,"DR Congo, Gera Village, SOPACDI",94,https://www.coffeereview.com/review/dr-congo-gera-village-sopacdi/,"Crystal Lake, Illinois","South Kivu Province, the Democratic Republic of the Congo",Medium-Light,58/76,$21.00/12 ounces,July 2020,9,9,9,8,,9,
2024-01-04,Oak & Bond Coffee Company,Colombia Buesaco,93,https://www.coffeereview.com/review/colombia-buesaco/,"Charlotte, North Carolina","Nariño, Colombia",Medium-Light,60/76,$18.00/12 ounces,July 2020,9,8,9,8,,9,
2024-01-04,Fieldheads Coffee,Signature Espresso,91,https://www.coffeereview.com/review/signature-espresso/,"Bigfork, Montana",Not disclosed,Medium,45/63,$11.50/12 ounces,July 2020,8,8,9,7,9,,
2024-01-04,JBC Coffee Roasters,El Floral Colombia,95,https://www.coffeereview.com/review/el-floral-colombia/,"Madison, Wisconsin","Planadas, Tolima Department, Colombia",Medium-Light,59/77,$21.00/12 ounces,July 2020,9,9,9,9,,9,
2024-01-04,Paradise Roasters,El Salvador Geisha Natural,94,https://www.coffeereview.com/review/el-salvador-geisha-natural/,"Minneapolis, Minnesota","Chalatenango, El Salvador",Medium-Light,58/74,$16.95/6 ounces,July 2020,9,9,9,8,,9,
2024-01-04,Bird Rock Coffee Roasters,Colombia Pink Bourbon Honey,93,https://www.coffeereview.com/review/colombia-pink-bourbon-honey/,"San Diego, California","Huila Department, Colombia",Medium-Light,60/76,$28.00/12 ounces,July 2020,9,8,9,8,,9,
2024-01-04,Kakalove Cafe,Ethiopia Natural Guji Lot D Minor,95,https://www.coffeereview.com/review/ethiopia-natural-guji-lot-d-minor/,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,58/76,NT $275/8 ounces,July 2020,9,9,9,9,,9,
2024-01-04,Kakalove Cafe,Taiwan Natural Alishan Zhuo-Wu Farm Geisha,94,https://www.coffeereview.com/review/taiwan-natural-alishan-zhuo-wu-farm-geisha/,"Chia-Yi, Taiwan","Alishan, Chaiyi, Taiwan",Medium-Light,56/72,"NT $1,000/4 ounces",July 2020,9,9,9,8,,9,
2024-01-04,RND & Red Rooster Coffee Roaster,All Rise,94,https://www.coffeereview.com/review/all-rise/,"Roanoke, Virginia and Floyd, Virginia",Ethiopia; Democratic Republic of the Congo,Medium-Light,54/72,$20.00/12 ounces,July 2020,9,9,9,8,,9,
2024-01-04,Durango Coffee Company,Rwanda Natural Musasa,93,https://www.coffeereview.com/review/rwanda-natural-musasa/,"Durango, Colorado",Central Rwanda,Medium-Light,56/72,$16.95/12 ounces,July 2020,9,9,9,8,,8,
2024-01-04,JBC Coffee Roasters,Nano Challa #6 Ethiopia,93,https://www.coffeereview.com/review/nano-challa-6-ethiopia/,"Madison, Wisconsin","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium-Light,58/76,$18.25/12 ounces,July 2020,9,8,9,8,,9,
2024-01-04,RamsHead Coffee Roasters,El Salvador Pacamara,92,https://www.coffeereview.com/review/el-salvador-pacamara-4/,"Bozeman, Montana","Ahuachapan, El Salvador",Medium,50/67,$17.95/12 ounces,July 2020,8,9,9,8,,8,
2024-01-04,RamsHead Coffee Roasters,Honduras Finca La Joya Natural,90,https://www.coffeereview.com/review/honduras-finca-la-joya-natural/,"Bozeman, Montana","San Jose, La Paz, Honduras",Medium,50/67,$15.95/12 ounces,July 2020,8,8,8,8,,8,
2024-01-04,RamsHead Coffee Roasters,Lone Peak Blend,90,https://www.coffeereview.com/review/lone-peak-blend/,"Bozeman, Montana",Brazil; Costa Rica,Medium,45/60,$15.95/12 ounces,July 2020,8,8,8,8,,8,
2024-01-04,Corvus Coffee Roasters,Guji Uraga Nitro Cold Brew,94,https://www.coffeereview.com/review/guji-uraga-nitro-cold-brew/,"Denver, Colorado","Guji Zone, Oromia region, southern Ethiopia",NA,0/0,$3.99/8-ounce can,July 2020,,9,9,9,8,9,
2024-01-04,Four Barrel Coffee,Kamoini Black Coffee,94,https://www.coffeereview.com/review/kamoini-black-coffee/,"San Francisco, California","Nyeri growing region, south-central Kenya",NA,0/0,$4.00/can,July 2020,,8,9,9,9,9,
2024-01-04,Collage Coffee,Asfaw Maru Ethiopia Natural Cold Brew,93,https://www.coffeereview.com/review/asfaw-maru-ethiopia-natural-cold-brew/,"Grove City, Pennsylvania","Yirgacheffe growing region, southern Ethiopia",NA,0/0,$4.50/12 ounces,July 2020,,9,9,8,8,9,
